"ItemBarcode","BrowseAuthor","BrowseTitle","LastCheckOutRenewDate","ItemYTDCircCount","PrevYearCircCount","ItemLifetimeCircCount"
"39870000377805","Marillier, Juliet.","Wolfskin","2/20/2016 12:00:00 AM","0",,"10"
"39870000235128","Salvatore, R. A., 1959-","The demon spirit","12/17/2010 12:00:00 AM","0",,"24"
"39870000092289","Lackey, Mercedes.","The silver gryphon","9/8/2008 12:00:00 AM","0",,"11"
"39870000092297","Le Guin, Ursula K., 1929-","The dispossessed : an ambiguous Utopia","11/28/2016 11:09:51 AM","0","2","14"
"39870000092313","Llywelyn, Morgan.","Silverhand","6/11/2007 12:00:00 AM","0",,"9"
"39870000092396","McCaffrey, Anne.","Dragondrums.","6/30/2010 12:00:00 AM","0",,"12"
"39870000092420","McCaffrey, Anne.","Dragonsdawn","4/17/2010 12:00:00 AM","0",,"13"
"39870000092438","McCaffrey, Anne.","Dragonsinger.","3/23/2010 12:00:00 AM","0",,"10"
"39870000092446","McCaffrey, Anne.","Dragonsong","3/8/2010 12:00:00 AM","0",,"16"
"39870000092453","McCaffrey, Anne.","Freedom's landing","7/9/2011 12:00:00 AM","0",,"27"
"39870000092511","McCaffrey, Anne.","Power lines","6/15/2016 5:48:21 PM","0","1","8"
"39870000092529","McCaffrey, Anne.","Power play","6/15/2016 5:48:24 PM","0","1","6"
"39870000092537","McCaffrey, Anne.","Powers that be","5/9/2016 12:00:00 AM","0",,"6"
"39870000092552","McCaffrey, Anne.","The Rowan","5/14/2015 12:00:00 AM","0",,"6"
"39870000092735","Norton, Andre.","Mirror of destiny","7/1/2016 3:48:51 PM","0","1","10"
"39870000092867","Robinson, Kim Stanley.","Green mars","6/28/2016 1:35:53 PM","0","1","18"
"39870000092875","Robinson, Kim Stanley.","Red Mars","3/16/2017 5:26:46 PM","1","1","23"
"39870000092891","Saberhagen, Fred, 1930-2007.","Coinspinner's story : the fifth book of lost swords",,"0",,"0"
"39870000092909","Saberhagen, Fred, 1930-2007.","Farslayer's story : the fourth book of lost swords",,"0",,"0"
"39870000092925","Saberhagen, Fred, 1930-2007.","The lost swords : the first triad","11/8/2013 12:00:00 AM","0",,"12"
"39870000092941","Saberhagen, Fred, 1930-2007.","Merlin's bones","4/19/2011 12:00:00 AM","0",,"10"
"39870000236076","Wolverton, Dave.","The courtship of Princess Leia","7/27/2010 12:00:00 AM","0",,"16"
"39870000093030","Sheffield, Charles.","Cold as ice","3/2/2017 12:47:29 PM","1","1","11"
"39870000093063","Silverberg, Robert.","The face of the waters","7/29/2011 12:00:00 AM","0",,"10"
"39870000093154","Stephenson, Neal.","The diamond age ; or, Young lady's illustrated primer","12/2/2014 12:00:00 AM","0",,"14"
"39870000379611","Herbert, Brian.","Dune. The machine crusade","12/10/2005 12:00:00 AM","0",,"9"
"39870000236654","Carver, Jeffrey A.","Neptune crossing","2/4/2017 4:01:51 PM","1",,"11"
"39870000237066","Crispin, A. C.","The Hutt gambit","12/27/2012 12:00:00 AM","0",,"19"
"39870000237124","Crispin, A. C.","The paradise snare","3/30/2016 12:00:00 AM","0",,"17"
"39870000237306","Saberhagen, Fred, 1930-2007.","The face of Apollo","4/4/2013 12:00:00 AM","0",,"12"
"39870000238171","Asimov, Isaac, 1920-1992.","Gold : the final science fiction collection","9/28/2011 12:00:00 AM","0",,"8"
"39870000238254","Crispin, A. C.","Rebel dawn","1/9/2013 12:00:00 AM","0",,"13"
"39870000240144","Brin, David.","Heaven's reach","9/6/2016 4:07:32 PM","0","2","11"
"39870000097270","Weis, Margaret.","Dragons of spring dawning","8/9/2016 12:41:39 PM","0","1","31"
"39870000097296","Weis, Margaret.","Dragons of winter night","8/9/2016 12:41:33 PM","0","3","46"
"39870000097346","Wells, H. G. (Herbert George), 1866-1946.","The complete science fiction treasury of H.G. Wells","5/1/2013 12:00:00 AM","0",,"19"
"39870000240698","McCaffrey, Anne.","The chronicles of Pern : first fall","10/17/2015 12:00:00 AM","0",,"11"
"39870000384868","Card, Orson Scott.","The crystal city","10/10/2013 12:00:00 AM","0",,"3"
"39870000099706",,"The year's best science fiction ... annual collection.","3/27/2017 3:41:40 PM","3",,"17"
"39870000099714","Zahn, Timothy.","Dark force rising","12/28/2015 12:00:00 AM","0",,"27"
"39870000099722","Zahn, Timothy.","Heir to the empire","7/1/2014 12:00:00 AM","0",,"39"
"39870000099730","Zahn, Timothy.","The last command","5/22/2013 12:00:00 AM","0",,"28"
"39870000386285","Herbert, Frank.","Children of Dune","6/20/2017 6:01:40 PM","1","1","9"
"39870000386483","McCaffrey, Anne.","Dragon's kin","10/17/2015 12:00:00 AM","0",,"10"
"39870000243544","Herbert, Brian.","Dune. House Atreides","10/7/2006 12:00:00 AM","0",,"9"
"39870000386608","Salvatore, R. A., 1959-","The lone drow","8/4/2012 12:00:00 AM","0",,"19"
"39870000243718","Cherryh, C. J.","Rusalka","10/16/2013 12:00:00 AM","0",,"5"
"39870000244344","Card, Orson Scott.","Heartfire","10/3/2013 12:00:00 AM","0",,"13"
"39870000387747","Wolfe, Gene.","The knight : book one of the Wizard Knight","6/22/2012 12:00:00 AM","0",,"8"
"39870000389024","Clarke, Arthur C. (Arthur Charles), 1917-2008.","Time's eye","3/17/2017 2:56:02 PM","1",,"12"
"39870000389040","Baker, Kage.","Black projects, white knights : the company dossiers","5/13/2017 1:12:26 PM","1",,"13"
"39870000389107","Baker, Kage.","The anvil of the world","5/26/2017 3:55:56 PM","1","1","13"
"39870000389206","Butler, Octavia E.","Parable of the talents : a novel","3/7/2012 12:00:00 AM","0",,"5"
"39870000246174","Card, Orson Scott.","Homebody : a novel","10/29/2014 12:00:00 AM","0",,"19"
"39870000246729","Brin, David.","Infinity's shore : book two of a new uplift trilogy","9/6/2016 4:07:31 PM","0","2","9"
"39870000246786","Anderson, Poul, 1926-2001.","War of the Gods","6/9/2016 2:15:24 PM","0","1","14"
"39870000390444","Willis, Connie.","Doomsday book","10/19/2016 2:05:34 PM","0","2","10"
"39870000248642","Jordan, Robert, 1948-2007.","The great hunt","6/6/2017 6:45:41 PM","4","3","58"
"39870000391897","Salvatore, R. A., 1959-","The highwayman : a novel of Corona","2/23/2013 12:00:00 AM","0",,"15"
"39870000248881","Sheffield, Charles.","The billion dollar boy : a Jupiter novel","8/7/2013 12:00:00 AM","0",,"7"
"39870000250689","Baker, Kage.","In the garden of Iden : a novel of the Company","5/26/2017 3:56:05 PM","1",,"28"
"39870000395716","Gloss, Molly.","The dazzle of day","11/9/2016 3:30:39 PM","0","1","10"
"39870000397399","Wilhelm, Kate.","Where late the sweet birds sang","8/10/2013 12:00:00 AM","0",,"6"
"39870000399072","Jordan, Robert, 1948-2007.","The eye of the world","4/14/2017 12:54:18 PM","3","3","32"
"39870000399221","Asimov, Isaac, 1920-1992.","The complete stories. Vol. 1","9/16/2016 12:51:34 PM","0","1","14"
"39870000399361","Bear, Greg, 1951-","Dead lines","5/6/2017 11:01:57 AM","1","1","11"
"39870000256405","Eddings, David.","The hidden city","1/21/2011 12:00:00 AM","0",,"7"
"39870000399569","Cherryh, C. J.","Forge of heaven","1/26/2010 12:00:00 AM","0",,"8"
"39870000256769","Brooks, Terry.","A Knight of the Word","7/1/2008 12:00:00 AM","0",,"13"
"39870000402223","Herbert, Brian.","Dune. The Battle of Corrin","5/30/2006 12:00:00 AM","0",,"3"
"39870000402447","Bujold, Lois McMaster.","The curse of Chalion","7/28/2016 12:51:45 PM","0","1","5"
"39870000402850","Weis, Margaret.","Amber and ashes","3/24/2010 12:00:00 AM","0",,"11"
"39870000261389","Weis, Margaret.","The soulforge","8/16/2014 12:00:00 AM","0",,"24"
"39870000263971","Card, Orson Scott.","Enchantment","11/2/2015 12:00:00 AM","0",,"26"
"39870000264623","Goodkind, Terry.","Soul of the fire","12/17/2009 12:00:00 AM","0",,"34"
"39870000408667","Brooks, Terry.","The sword of Shannara trilogy","2/20/2016 12:00:00 AM","0",,"21"
"39870000265620","Baker, Kage.","Sky coyote : a novel of the company","5/26/2017 3:55:57 PM","3",,"10"
"39870000265745","Brooks, Terry.","Star Wars, episode I : the phantom menace","12/6/2014 12:00:00 AM","0",,"25"
"39870000265836","McCaffrey, Anne.","Moreta, dragonlady of Pern","4/12/2010 12:00:00 AM","0",,"5"
"39870000408964","Baker, Kage.","The life of the world to come","5/26/2017 3:56:11 PM","1",,"13"
"39870000266164","Brooks, Terry.","Hook : a novel","7/15/2016 3:12:28 PM","0","1","10"
"39870000266461","Brin, David.","Earth","8/13/2016 1:03:58 PM","0","1","11"
"39870000266818","Salvatore, R. A., 1959-","Siege of darkness","10/7/2009 12:00:00 AM","0",,"12"
"39870000267618","Stephenson, Neal.","Cryptonomicon","2/11/2017 11:42:35 AM","1","2","20"
"39870000268145","Bova, Ben, 1932-","Return to Mars","7/20/2016 5:40:23 PM","0","2","11"
"39870000412610","Salvatore, R. A., 1959-","Sojourn","8/17/2011 12:00:00 AM","0",,"8"
"39870000412628","Salvatore, R. A., 1959-","The two swords","12/3/2015 12:00:00 AM","0",,"19"
"39870000412883","Clarke, Arthur C. (Arthur Charles), 1917-2008.","Childhood's end","7/8/2015 12:00:00 AM","0",,"6"
"39870000272998","Card, Orson Scott.","Ender's shadow","5/11/2015 12:00:00 AM","0",,"40"
"39870000416082","Luceno, James.","Star wars : labyrinth of evil","2/3/2006 12:00:00 AM","0",,"7"
"39870000273053","Pohl, Frederik.","The far shore of time","5/17/2017 2:14:56 PM","1",,"7"
"39870000416454","Card, Orson Scott.","Shadow of the giant","12/28/2016 12:34:26 PM","0","1","15"
"39870000275041","Brooks, Terry.","Angel fire east","1/2/2008 12:00:00 AM","0",,"14"
"39870000275215","Salvatore, R. A., 1959-","Vector prime","3/25/2017 4:52:20 PM","1",,"11"
"39870000418385","Vance, Jack, 1916-2013.","The dragon masters","8/3/2006 12:00:00 AM","0",,"10"
"39870000275397","Jordan, Robert, 1948-2007.","The further chronicles of Conan","3/31/2007 12:00:00 AM","0",,"15"
"39870000418559","Vance, Jack, 1916-2013.","Night lamp","2/11/2010 12:00:00 AM","0",,"4"
"39870000419334","Stover, Matthew Woodring.","Star wars, episode III. Revenge of the Sith","10/14/2006 12:00:00 AM","0",,"9"
"39870000276882","Bear, Greg, 1951-","Darwin's radio","5/6/2017 11:01:54 AM","1","3","30"
"39870000420787","Kemp, Paul S. (Paul Stuart)","Resurrection","11/14/2013 12:00:00 AM","0",,"3"
"39870000279860","Brooks, Terry.","Running with the demon","8/31/2011 12:00:00 AM","0",,"15"
"39870000423591","Wells, H. G. (Herbert George), 1866-1946.","The war of the worlds","12/8/2005 12:00:00 AM","0",,"7"
"39870000282245","Saberhagen, Fred, 1930-2007.","Ariadne's web","5/3/2011 12:00:00 AM","0",,"7"
"39870000282393","Zahn, Timothy.","The Icarus hunt","7/10/2015 12:00:00 AM","0",,"11"
"39870000282450","Zahn, Timothy.","Conquerors' heritage","11/7/2015 12:00:00 AM","0",,"7"
"39870000282518","Zahn, Timothy.","Conquerors' legacy","11/20/2010 12:00:00 AM","0",,"6"
"39870000282575","Zahn, Timothy.","Conquerors' pride","11/20/2010 12:00:00 AM","0",,"6"
"39870000560491","Jordan, Robert, 1948-2007.","Winter's heart","9/13/2016 5:04:27 PM","0","2","33"
"39870000288481","Jordan, Robert, 1948-2007.","The shadow rising","4/15/2017 5:02:28 PM","2","3","33"
"39870000289059","Card, Orson Scott.","Shadow of the Hegemon","5/26/2015 12:00:00 AM","0",,"23"
"39870000432659","Brooks, Terry.","Tanequil","7/18/2008 12:00:00 AM","0",,"9"
"39870000433202","Brooks, Terry.","Straken","7/18/2008 12:00:00 AM","0",,"4"
"39870000290545","Haldeman, Joe W.","The coming","5/14/2015 12:00:00 AM","0",,"7"
"39870000435074","Berman, Judith, 1958-","Bear daughter","5/14/2016 12:00:00 AM","0",,"7"
"39870000435280","Gemmell, David.","Lord of the silver bow","9/7/2013 12:00:00 AM","0",,"8"
"39870000436668","Card, Orson Scott.","Magic street","11/19/2015 12:00:00 AM","0",,"11"
"39870000294778","Herbert, Frank.","Dune","6/14/2017 6:01:18 PM","1",,"36"
"39870000438391","Martin, George R. R.","A feast for crows","10/26/2016 12:18:39 PM","0","6","28"
"39870000438888",,"The Sandman book of dreams","7/24/2013 12:00:00 AM","0",,"4"
"39870000439001","Pratchett, Terry.","Soul music : a novel of discworld","4/27/2015 12:00:00 AM","0",,"9"
"39870000296146","Weis, Margaret.","Dragons of a fallen sun","9/29/2011 12:00:00 AM","0",,"49"
"39870000440512","Bradbury, Ray, 1920-2012.","From the dust returned : a family remembrance","7/20/2016 5:40:21 PM","0","2","7"
"39870000298068","Hubbard, L. Ron (La Fayette Ron), 1911-1986.","A very strange trip","5/14/2015 12:00:00 AM","0",,"2"
"39870000441502","Hobb, Robin.","The golden fool","9/30/2014 12:00:00 AM","0",,"5"
"39870000441510","Hobb, Robin.","Fool's fate","10/3/2014 12:00:00 AM","0",,"7"
"39870000299298","Cherryh, C. J.","Fortress of dragons","2/16/2017 5:35:18 PM","1",,"9"
"39870000443706","Hightman, Jason.","The Saint of Dragons","9/9/2013 12:00:00 AM","0",,"8"
"39870000444555","Bishop, Anne.","Sebastian","5/13/2017 1:12:30 PM","1","1","10"
"39870000444860","Douglass, Sara.","The wounded hawk","10/2/2012 12:00:00 AM","0",,"2"
"39870000444944","Douglass, Sara.","The crippled angel","10/4/2012 12:00:00 AM","0",,"8"
"39870000445016","Douglass, Sara.","The nameless day","1/11/2016 12:00:00 AM","0",,"9"
"39870000445768","McCaffrey, Anne.","Changelings","7/15/2016 5:16:04 PM","0","1","3"
"39870000448465","Brooks, Terry.","First king of Shannara","9/19/2006 12:00:00 AM","0",,"5"
"39870000448481","Weis, Margaret.","Amber and iron","3/24/2010 12:00:00 AM","0",,"6"
"39870000692906","Lawhead, Stephen R., 1950-","The black rood","11/17/2015 12:00:00 AM","0",,"11"
"39870000308776","Vinge, Vernor.","A deepness in the sky","7/8/2013 12:00:00 AM","0",,"20"
"39870000309238","Le Guin, Ursula K., 1929-","The telling","11/12/2011 12:00:00 AM","0",,"12"
"39870000309246","Herbert, Brian.","Dune. House Harkonnen","2/25/2002 12:00:00 AM","0",,"7"
"39870000452582","Zahn, Timothy.","Star Wars. Outbound flight","2/21/2013 12:00:00 AM","0",,"5"
"39870000169038","Clarke, Arthur C. (Arthur Charles), 1917-2008.","Richter 10","3/7/2017 3:55:52 PM","2",,"15"
"39870000169087","Lucas, George, 1944-","Shadow moon","4/5/2014 12:00:00 AM","0",,"13"
"39870000169103","Niven, Larry.","Beowulf's children","2/25/2017 1:46:26 PM","1",,"9"
"39870000312588","Weis, Margaret.","Dragons of a lost star","8/19/2013 12:00:00 AM","0",,"31"
"39870000467416","Brooks, Terry.","Armageddon's children","1/24/2011 12:00:00 AM","0",,"9"
"39870000471483","Karpyshyn, Drew.","Darth Bane : path of destruction : a novel of the Old Republic","6/11/2015 12:00:00 AM","0",,"6"
"39870000478017","Card, Orson Scott.","Empire","2/11/2017 3:22:25 PM","1",,"11"
"39870000485665","Rothfuss, Patrick, 1973-","The name of the wind : the kingkiller chronicle, day one","8/22/2016 5:00:27 PM","0","3","24"
"39870000488636","Tolkien, J. R. R. (John Ronald Reuel), 1892-1973.","Narn i chîn Húrin : the tale of the children of Húrin","7/20/2013 12:00:00 AM","0",,"12"
"39870000492018","Morgan, K. L.","Beyond the portals of time, bk. 6 : Chronicles of Fiarah series","8/8/2016 5:32:01 PM","0","1","4"
"39870000492240","Morgan, K. L.","Guardians of peace, bk. 5 : Chronicles of Fiarah series","7/29/2016 2:22:30 PM","0","1","4"
"39870000492307","Morgan, K. L.","In search of dragons","7/26/2016 4:11:19 PM","0","1","4"
"39870000492364","Morgan, K. L.","Lodestar : from the chronicles of Fiarah","7/20/2016 2:24:07 PM","0","1","4"
"39870000492422","Morgan, K. L.","Judges of light : from the chronicles of Fiarah","7/16/2016 2:40:37 PM","0","1","6"
"39870000492489","Morgan, K. L.","Castledance : from the chronicles of Fiarah","7/1/2016 3:48:55 PM","0","1","10"
"39870000493677","Traviss, Karen.","Sacrifice","7/6/2016 3:46:52 PM","0","1","1"
"39870000495961","McDonald, Ian, 1960-","River of gods","1/20/2010 12:00:00 AM","0",,"6"
"39870000498031","Brooks, Terry.","The elves of Cintra","8/19/2015 12:00:00 AM","0",,"9"
"39870000498387","Card, Orson Scott.","Ender's game","7/20/2016 2:40:50 PM","0","1","32"
"39870000499161","Carey, Jacqueline, 1964-","Kushiel's justice","6/25/2010 12:00:00 AM","0",,"5"
"39870000517467","Kenyon, Kay.","Bright of the sky","8/5/2013 12:00:00 AM","0",,"4"
"39870000517343","Durham, David Anthony, 1969-","War with the Mein","1/28/2014 12:00:00 AM","0",,"7"
"39870000517285","Baker, Kage.","The sons of heaven","5/26/2017 3:56:03 PM","1",,"8"
"39870000500869","Salvatore, R. A., 1959-","The orc king","8/7/2012 12:00:00 AM","0",,"16"
"39870000502923","Goodkind, Terry.","Confessor","2/16/2013 12:00:00 AM","0",,"8"
"39870000502881","McCaffrey, Anne.","Dragon Harper","10/4/2011 12:00:00 AM","0",,"2"
"39870000503582","Zelazny, Roger.","The great book of Amber : the complete Amber chronicles, 1-10","6/3/2015 12:00:00 AM","0",,"5"
"39870000505728","Williams, Tad.","Shadowmarch. Volume one","4/26/2012 12:00:00 AM","0",,"11"
"39870000509068","Salvatore, R. A., 1959-","The ancient","9/19/2013 12:00:00 AM","0",,"12"
"39870000518333","Chance, Karen.","Touch the dark","9/3/2013 12:00:00 AM","0",,"9"
"39870000518531","Hamilton, Peter F.","The dreaming void","5/9/2013 12:00:00 AM","0",,"3"
"39870000521139","Wilson, Robert Charles, 1953-","Axis","1/31/2012 12:00:00 AM","0",,"5"
"39870000521394","Baker, Kage.","Gods and pawns","5/26/2017 3:56:08 PM","1",,"8"
"39870000519968","Graham, Jo, 1968-","Black ships : a novel","3/2/2017 12:54:24 PM","1",,"7"
"39870000519679","Chance, Karen.","Claimed by shadow","4/18/2017 2:56:51 PM","1",,"11"
"39870000520917","Winterson, Jeanette, 1959-","The stone gods","4/29/2011 12:00:00 AM","0",,"3"
"39870000521790","Baker, Kage.","The machine's child","6/14/2017 4:43:31 PM","1",,"6"
"39870000522046","Chance, Karen.","Embrace the night","3/28/2016 12:00:00 AM","0",,"11"
"39870000522343","Martin, George R. R.","Hunter's run","10/30/2012 12:00:00 AM","0",,"5"
"39870000522376","Stirling, S. M.","The sunrise lands","9/14/2016 10:35:54 AM","0","1","10"
"39870000521717","Baker, Kage.","The children of the Company","6/14/2017 4:43:27 PM","1",,"6"
"39870000521659","Baker, Kage.","The graveyard game","5/26/2017 3:55:54 PM","1",,"6"
"39870000524695","Elliott, Kate.","Shadow gate","6/28/2016 1:35:42 PM","0","1","7"
"39870000524950","Elliott, Kate.","Spirit gate","11/21/2016 5:22:17 PM","0","2","13"
"39870000524885",,"Inside straight","3/18/2013 12:00:00 AM","0",,"3"
"39870000525080","Stephenson, Neal.","Snow crash","5/13/2017 3:56:06 PM","1","1","7"
"39870000524646","Denning, Troy.","Invincible","6/28/2013 12:00:00 AM","0",,"3"
"39870000529561","Steele, Allen M.","Coyote : a novel of interstellar exploration","8/13/2012 12:00:00 AM","0",,"5"
"39870000532599","Weber, David, 1952-","Off Armageddon Reef","4/27/2017 2:34:32 PM","1","2","10"
"39870000533530","Varley, John, 1947 August 9-","Rolling thunder","1/4/2016 12:00:00 AM","0",,"4"
"39870000534991","Bradley, Marion Zimmer.","Lady of Avalon","8/10/2016 4:51:58 PM","0","3","6"
"39870000534934","Brooks, Terry.","First king of Shannara","3/20/2013 12:00:00 AM","0",,"2"
"39870000536301","Weber, David, 1952-","By schism rent asunder","5/11/2017 2:33:16 PM","1","1","8"
"39870000537960","Brooks, Terry.","The scions of Shannara","3/26/2016 12:00:00 AM","0",,"1"
"39870000540196","Brooks, Terry.","The gypsy morph","8/26/2015 12:00:00 AM","0",,"9"
"39870000540659","Abraham, Daniel.","A betrayal in winter","4/13/2016 12:00:00 AM","0",,"4"
"39870000540592","Abraham, Daniel.","An autumn war","4/15/2016 12:00:00 AM","0",,"4"
"39870000541681","Ringo, John, 1963-","The last centurion","7/9/2013 12:00:00 AM","0",,"9"
"39870000541764","Stirling, S. M.","The scourge of god : a novel of the change","3/19/2016 12:00:00 AM","0",,"8"
"39870000542010","Simmons, Dan, 1948-","The fall of Hyperion","6/4/2013 12:00:00 AM","0",,"4"
"39870000542028","Lackey, Mercedes.","The outstretched shadow","8/20/2012 12:00:00 AM","0",,"7"
"39870000542085","Stephenson, Neal.","Anathem","8/21/2015 12:00:00 AM","0",,"5"
"39870000545005","Lackey, Mercedes.","Foundation","11/4/2010 12:00:00 AM","0",,"2"
"39870000550187","Card, Orson Scott.","Ender in exile","11/21/2016 10:46:53 AM","0","2","10"
"39870000550245","Herbert, Brian.","Paul of Dune","2/2/2010 12:00:00 AM","0",,"2"
"39870000549593","McCaffrey, Todd, 1956-","Dragonheart","10/7/2011 12:00:00 AM","0",,"4"
"39870000549650","Baker, Kage.","The house of the stag","5/26/2017 3:55:59 PM","1","1","7"
"39870000549304","Wilson, Robert Charles, 1953-","Darwinia","5/23/2011 12:00:00 AM","0",,"8"
"39870000549247","Stross, Charles.","Singularity sky","4/29/2017 3:49:10 PM","2",,"7"
"39870000549015","Robinson, Kim Stanley.","Forty signs of rain","2/2/2015 12:00:00 AM","0",,"5"
"39870000551813","Weis, Margaret.","Dragons of the highlord skies","10/15/2011 12:00:00 AM","0",,"5"
"39870000551763","Bear, Elizabeth.","All the windwracked stars","5/26/2016 4:14:31 PM","0","1","7"
"39870000556440","Cherryh, C. J.","Regenesis","4/6/2010 12:00:00 AM","0",,"1"
"39870000556689","Evans, Chris (Novelist)","A darkness forged in fire","8/15/2013 12:00:00 AM","0",,"6"
"39870000557836","Weis, Margaret.","Bones of the dragon","12/23/2010 12:00:00 AM","0",,"4"
"39870000557208","Stross, Charles.","Glasshouse","1/2/2016 12:00:00 AM","0",,"4"
"39870000562075","Asher, Neal L., 1961-","Shadow of the scorpion : a novel of the polity","4/21/2016 12:00:00 AM","0",,"2"
"39870000562331","Scholes, Ken.","Lamentation","6/24/2013 12:00:00 AM","0",,"2"
"39870000567298","Lackey, Mercedes.","When darkness falls","7/3/2012 12:00:00 AM","0",,"4"
"39870000568171","Lackey, Mercedes.","To light a candle","7/3/2012 12:00:00 AM","0",,"3"
"39870000568874","Salvatore, R. A., 1959-","Homeland","11/15/2014 12:00:00 AM","0",,"6"
"39870000595612","Salvatore, R. A., 1959-","Exile","7/16/2012 12:00:00 AM","0",,"5"
"39870000569419","Lackey, Mercedes.","Magic's price","6/4/2012 12:00:00 AM","0",,"5"
"39870000569468","Lackey, Mercedes.","Magic's pawn","11/28/2015 12:00:00 AM","0",,"8"
"39870000569476","Lackey, Mercedes, author.","Magic's promise","6/4/2012 12:00:00 AM","0",,"5"
"39870000570045","Salvatore, R. A., 1959-","The crystal shard","12/29/2016 3:09:10 PM","0","1","6"
"39870000570417","Salvatore, R. A., 1959-","Streams of silver.","3/17/2016 12:00:00 AM","0",,"5"
"39870000570367","Salvatore, R. A., 1959-","The halfling's gem","8/23/2010 12:00:00 AM","0",,"3"
"39870000570599","Wilson, Robert Charles, 1953-","Blind Lake","7/14/2016 5:22:39 PM","0","1","5"
"39870000571407","Salvatore, R. A., 1959-","The pirate king","8/7/2012 12:00:00 AM","0",,"9"
"39870000570797","Salvatore, R. A., 1959-","Echoes of the fourth magic","7/15/2010 12:00:00 AM","0",,"2"
"39870000565482","Brooks, Terry.","Ilse witch",,"0",,"0"
"39870000565490","Marco, John.","Starfinder : a Skylords novel","11/30/2013 12:00:00 AM","0",,"1"
"39870000574567","Carey, Jacqueline, 1964-","Kushiel's dart","3/7/2017 3:56:21 PM","1","1","10"
"39870000574500","Carey, Jacqueline, 1964-","Kushiel's scion","5/25/2010 12:00:00 AM","0",,"3"
"39870000574443","Carey, Jacqueline, 1964-","Kushiel's avatar","2/25/2017 1:46:28 PM","1","1","7"
"39870000574385","Carey, Jacqueline, 1964-","Kushiel's chosen","3/6/2017 5:44:53 PM","1","1","6"
"39870000575382","Eddings, David.","Domes of fire","1/21/2011 12:00:00 AM","0",,"1"
"39870000575440","Eddings, David.","King of the Murgos",,"0",,"0"
"39870000573775","Kollin, Dani.","The unincorporated man","3/26/2012 12:00:00 AM","0",,"5"
"39870000573189","Salvatore, R. A., 1959-","The silent blade",,"0",,"0"
"39870000576984","Carey, Jacqueline, 1964-","Kushiel's mercy","2/4/2014 12:00:00 AM","0",,"4"
"39870000577107","McDonald, Ian, 1960-","Cyberabad days","1/30/2017 4:38:10 PM","1",,"2"
"39870000575515","Salvatore, R. A., 1959-","The silent blade","6/2/2012 12:00:00 AM","0",,"1"
"39870000576182","Salvatore, R. A., 1959-","Paths of darkness","5/3/2014 12:00:00 AM","0",,"3"
"39870000577172","Carey, Jacqueline, 1964-","Naamah's kiss","3/7/2017 3:56:16 PM","1",,"4"
"39870000577594","Shinn, Sharon.","Dark moon defender","1/2/2014 12:00:00 AM","0",,"3"
"39870000576430","Shinn, Sharon.","Fortune and fate","1/13/2014 12:00:00 AM","0",,"4"
"39870000578253","Shinn, Sharon.","Reader and raelynx","12/26/2015 12:00:00 AM","0",,"4"
"39870000578345","Williams, Sean, 1967-","The force unleashed","2/12/2016 12:00:00 AM","0",,"3"
"39870000578642","Butcher, Jim, 1971-","Backup : a story of the Dresden files","6/10/2016 4:58:18 PM","0","1","6"
"39870000578949","Butcher, Jim, 1971-","Storm front : [a novel of the Dresden files]","12/6/2016 1:47:36 PM","0","2","18"
"39870000580887","Butcher, Jim, 1971-","Dead beat : a novel of the Dresden files","2/27/2017 3:42:08 PM","1","3","10"
"39870000580598","Butcher, Jim, 1971-","White night : a novel of the Dresden files","12/19/2016 3:15:44 PM","0","2","8"
"39870000581208","Butcher, Jim, 1971-","Proven guilty : a novel of the Dresden files","12/6/2016 1:47:04 PM","0","3","9"
"39870000580556","Butcher, Jim, 1971-","Summer knight","12/17/2011 12:00:00 AM","0",,"9"
"39870000581109","Butcher, Jim, 1971-","Turn coat : a novel of the Dresden files","12/19/2016 3:15:52 PM","0","2","9"
"39870000584376","Brooks, Terry.","A princess of Landover","7/16/2012 12:00:00 AM","0",,"3"
"39870000584467","Goodkind, Terry.","The law of nines","3/17/2014 12:00:00 AM","0",,"12"
"39870000583774","Miéville, China.","The city & the city","9/28/2009 12:00:00 AM","0",,"1"
"39870000583717","Wilson, Robert Charles, 1953-","Julian Comstock : a story of 22nd-century America","2/27/2010 12:00:00 AM","0",,"2"
"39870000583808","Salvatore, R. A., 1959-","The dame","3/4/2013 12:00:00 AM","0",,"4"
"39870000585316","Eddings, David.","Castle of wizardry",,"0",,"0"
"39870000585498","Durham, David Anthony, 1969-","The other lands","3/7/2017 3:56:23 PM","1",,"7"
"39870000588047","Butcher, Jim, 1971-","Small favor : a novel of the Dresden files","12/19/2016 3:15:49 PM","0","2","7"
"39870000588088","Stirling, S. M.","The sword of the lady : a novel of the change","3/31/2016 12:00:00 AM","0",,"6"
"39870000586595","Herbert, Brian.","The winds of dune","7/11/2013 12:00:00 AM","0",,"1"
"39870000586850","Lackey, Mercedes.","Gwenhwyfar : the white spirit","9/29/2010 12:00:00 AM","0",,"2"
"39870000586611","Salvatore, R. A., 1959-","The ghost king","8/8/2012 12:00:00 AM","0",,"6"
"39870000588641","Scholes, Ken.","Canticle","6/24/2013 12:00:00 AM","0",,"1"
"39870000583337","Abraham, Daniel.","The price of spring","4/21/2016 12:00:00 AM","0",,"4"
"39870000583147","Bacigalupi, Paolo.","The windup girl","6/14/2017 4:43:34 PM","1",,"11"
